"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","2/478","21/18773",0.0952380952380952,3.74038653118151,2.03095681383605,0.0988960645894812,0.708461017240712,0.688351861729512,"arnt2/hace1",2
"GO:0006623","GO:0006623","protein targeting to vacuole","2/478","21/18773",0.0952380952380952,3.74038653118151,2.03095681383605,0.0988960645894812,0.708461017240712,0.688351861729512,"gnptab/vps41",2
"GO:0050773","GO:0050773","regulation of dendrite development","2/478","21/18773",0.0952380952380952,3.74038653118151,2.03095681383605,0.0988960645894812,0.708461017240712,0.688351861729512,"cdkl5/lzts1",2
"GO:0050974","GO:0050974","detection of mechanical stimulus involved in sensory perception","2/478","21/18773",0.0952380952380952,3.74038653118151,2.03095681383605,0.0988960645894812,0.708461017240712,0.688351861729512,"cacna1da/pigu",2
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","2/478","21/18773",0.0952380952380952,3.74038653118151,2.03095681383605,0.0988960645894812,0.708461017240712,0.688351861729512,"smarca4a/ndrg4",2
"GO:1902476","GO:1902476","chloride transmembrane transport","4/478","69/18773",0.0579710144927536,2.27675701898005,1.71738856426638,0.0989989194397501,0.708461017240712,0.688351861729512,"glrbb/slc26a2/slc12a10.1/slc26a6l2",4
"GO:0060119","GO:0060119","inner ear receptor cell development","3/478","44/18773",0.0681818181818182,2.67777672118676,1.80096893590822,0.101145100089191,0.716578220783483,0.696238664298362,"slc26a2/atoh1a/pi4kb",3
"GO:0080134","GO:0080134","regulation of response to stress","12/478","311/18773",0.0385852090032154,1.51539775861373,1.48144782568488,0.101558019670952,0.716578220783483,0.696238664298362,"rnf169/pias4a/ifih1/rtel1/hdgfl2/tlr18/tlr22/sarm1/tbk1/trim13/ptpn1/scrt2",12
"GO:0061448","GO:0061448","connective tissue development","9/478","216/18773",0.0416666666666667,1.63641910739191,1.5206148100328,0.101652969583937,0.716578220783483,0.696238664298362,"thbs4b/pthlha/gnptab/cdkl5/slc10a7/htt/rerea/esrra/acvr2ba",9
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","5/478","97/18773",0.0515463917525773,2.02443600914463,1.63505280973092,0.101697782425603,0.716578220783483,0.696238664298362,"ifih1/si:ch211-188c16.1/tlr18/tlr22/sarm1",5
"GO:0002253","GO:0002253","activation of immune response","6/478","127/18773",0.047244094488189,1.85546733436563,1.56356329080965,0.10592314938307,0.7195501217048,0.699126209953354,"ifih1/si:ch211-188c16.1/tlr18/tlr22/sarm1/tbk1",6
"GO:0048706","GO:0048706","embryonic skeletal system development","9/478","218/18773",0.0412844036697248,1.62140608805804,1.49168212461842,0.106001532878399,0.7195501217048,0.699126209953354,"bcl9/pthlha/gnptab/smarca4a/pard3ab/cdkl5/htt/disp1/itpr3",9
"GO:0034620","GO:0034620","cellular response to unfolded protein","3/478","45/18773",0.0666666666666667,2.61827057182706,1.75676919424947,0.10642780869231,0.7195501217048,0.699126209953354,"hspa5/tegt/ptpn1",3
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"ndel1a/scrib",2
"GO:0000966","GO:0000966","RNA 5'-end processing","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"cmtr1/rpp25l",2
"GO:0006903","GO:0006903","vesicle targeting","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"wdr11/zgc:153240",2
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"ndor1/iscub",2
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"ndor1/iscub",2
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"wnk1a/c2cd5",2
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"pex14/c2cd5",2
"GO:0140888","GO:0140888","interferon-mediated signaling pathway","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"pias4a/trim13",2
"GO:2001237","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","2/478","22/18773",0.0909090909090909,3.57036896158235,1.94983385117762,0.107022628842913,0.7195501217048,0.699126209953354,"snx13/scrt2",2
"GO:0090596","GO:0090596","sensory organ morphogenesis","13/478","347/18773",0.037463976945245,1.47136242509013,1.43254138647729,0.107732484712142,0.7195501217048,0.699126209953354,"rpgrip1l/smarca4a/slc26a2/pard3ab/hnf1ba/wwc1/rerea/foxn4/thrb/epcam/suv39h1a/kif3b/pi4kb",13
"GO:0006402","GO:0006402","mRNA catabolic process","7/478","158/18773",0.0443037974683544,1.73998993697368,1.50982235434327,0.109499314836844,0.7195501217048,0.699126209953354,"edc3/igf2bp2a/cnot8/xrn1/ncbp2/fastk/dhx34",7
"GO:0055123","GO:0055123","digestive system development","7/478","158/18773",0.0443037974683544,1.73998993697368,1.50982235434327,0.109499314836844,0.7195501217048,0.699126209953354,"hnf1ba/ahctf1/ezh2/met/suv39h1a/polr3b/rnpc3",7
"GO:0048589","GO:0048589","developmental growth","14/478","381/18773",0.036745406824147,1.44314126006216,1.41251546411494,0.109659532904269,0.7195501217048,0.699126209953354,"dvl3a/smarca4a/fcho2/pard3ab/cdkl5/htt/wdr11/wwc1/ezh2/ndrg4/tnfa/insra/bbs1/cntn2",14
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","4/478","72/18773",0.0555555555555556,2.18189214318921,1.62410720454793,0.111245603481594,0.7195501217048,0.699126209953354,"cpeb4a/casp20/kdm5c/scrt2",4
"GO:0051168","GO:0051168","nuclear export","4/478","72/18773",0.0555555555555556,2.18189214318921,1.62410720454793,0.111245603481594,0.7195501217048,0.699126209953354,"nup153/nup98/lsg1/ncbp2",4
"GO:0035265","GO:0035265","organ growth","3/478","46/18773",0.0652173913043478,2.56135164635256,1.71375427158672,0.111816006945358,0.7195501217048,0.699126209953354,"smarca4a/wwc1/ndrg4",3
"GO:0006820","GO:0006820","monoatomic anion transport","6/478","129/18773",0.0465116279069767,1.82670039894911,1.5229178231998,0.111911991191563,0.7195501217048,0.699126209953354,"glrbb/slc26a2/slc4a8/clic5b/slc12a10.1/slc26a6l2",6
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","7/478","159/18773",0.0440251572327044,1.72904660403674,1.49223428124337,0.112194712728146,0.7195501217048,0.699126209953354,"ntrk2b/nlgn2a/btbd9/nlgn3a/grm1b/lzts1/cacng8b",7
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","7/478","159/18773",0.0440251572327044,1.72904660403674,1.49223428124337,0.112194712728146,0.7195501217048,0.699126209953354,"ntrk2b/nlgn2a/btbd9/nlgn3a/grm1b/lzts1/cacng8b",7
"GO:0006816","GO:0006816","calcium ion transport","8/478","190/18773",0.0421052631578947,1.65364457168025,1.46373871578049,0.113178274298947,0.7195501217048,0.699126209953354,"grin1b/letm1/slc24a6a/cacna1da/cacng1b/cacng8b/cacnb4b/itpr3",8
"GO:0141188","GO:0141188","nucleic acid catabolic process","8/478","190/18773",0.0421052631578947,1.65364457168025,1.46373871578049,0.113178274298947,0.7195501217048,0.699126209953354,"edc3/igf2bp2a/nrde2/cnot8/xrn1/ncbp2/fastk/dhx34",8
"GO:0001573","GO:0001573","ganglioside metabolic process","2/478","23/18773",0.0869565217391304,3.41513552847007,1.87330202641687,0.115320053381775,0.7195501217048,0.699126209953354,"hexa/neu1",2
"GO:0006775","GO:0006775","fat-soluble vitamin metabolic process","2/478","23/18773",0.0869565217391304,3.41513552847007,1.87330202641687,0.115320053381775,0.7195501217048,0.699126209953354,"cyp27b1/lratb.1",2
"GO:0015909","GO:0015909","long-chain fatty acid transport","2/478","23/18773",0.0869565217391304,3.41513552847007,1.87330202641687,0.115320053381775,0.7195501217048,0.699126209953354,"cd36/slc27a4",2
"GO:0055017","GO:0055017","cardiac muscle tissue growth","2/478","23/18773",0.0869565217391304,3.41513552847007,1.87330202641687,0.115320053381775,0.7195501217048,0.699126209953354,"smarca4a/ndrg4",2
"GO:0070936","GO:0070936","protein K48-linked ubiquitination","2/478","23/18773",0.0869565217391304,3.41513552847007,1.87330202641687,0.115320053381775,0.7195501217048,0.699126209953354,"ube3a/hace1",2
"GO:0071425","GO:0071425","hematopoietic stem cell proliferation","2/478","23/18773",0.0869565217391304,3.41513552847007,1.87330202641687,0.115320053381775,0.7195501217048,0.699126209953354,"cyp27b1/tet2",2
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","2/478","23/18773",0.0869565217391304,3.41513552847007,1.87330202641687,0.115320053381775,0.7195501217048,0.699126209953354,"mdm2/scrt2",2
"GO:0006090","GO:0006090","pyruvate metabolic process","4/478","73/18773",0.0547945205479452,2.15200320972087,1.59403308101885,0.115471092217095,0.7195501217048,0.699126209953354,"eno2/pkmb/pdk1/insra",4
"GO:0008361","GO:0008361","regulation of cell size","4/478","73/18773",0.0547945205479452,2.15200320972087,1.59403308101885,0.115471092217095,0.7195501217048,0.699126209953354,"pard3ab/cdkl5/slc12a10.1/cntn2",4
"GO:0006821","GO:0006821","chloride transport","5/478","101/18773",0.0495049504950495,1.94426032561415,1.5380130636052,0.115473654902408,0.7195501217048,0.699126209953354,"glrbb/slc26a2/clic5b/slc12a10.1/slc26a6l2",5
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","12/478","319/18773",0.0376175548589342,1.47739405306856,1.39004897624283,0.116283506558706,0.722140284798471,0.701642853133885,"eno2/acss1/pkmb/pdk1/gad1b/pnkd/acacb/slc27a4/echdc2/acsbg1/insra/acss2",12
"GO:0006405","GO:0006405","RNA export from nucleus","3/478","47/18773",0.0638297872340425,2.50685480281314,1.67186359197294,0.117306242419264,0.726030527405713,0.705422674007735,"nup153/nup98/ncbp2",3
"GO:0008380","GO:0008380","RNA splicing","12/478","320/18773",0.0375,1.47277719665272,1.37879923447801,0.118206533124373,0.729139288497814,0.708443195156173,"khdrbs1b/srsf5b/syf2/ptbp2b/rbm12bb/sf3a3/ncbp2/rnpc3/srrm4/srsf7a/sf3b3/gpkow",12
"GO:0042472","GO:0042472","inner ear morphogenesis","5/478","102/18773",0.0490196078431373,1.92519894987284,1.51444826404592,0.119050193752162,0.731879043469665,0.711105184157208,"slc26a2/hnf1ba/wwc1/epcam/pi4kb",5
"GO:0042471","GO:0042471","ear morphogenesis","5/478","103/18773",0.0485436893203883,1.90650769793232,1.49114873339282,0.122678409672933,0.740729904483,0.719704819857937,"slc26a2/hnf1ba/wwc1/epcam/pi4kb",5
"GO:0006096","GO:0006096","glycolytic process","3/478","48/18773",0.0625,2.45462866108787,1.63104093192943,0.122895034614085,0.740729904483,0.719704819857937,"eno2/pkmb/insra",3
"GO:0046032","GO:0046032","ADP catabolic process","3/478","48/18773",0.0625,2.45462866108787,1.63104093192943,0.122895034614085,0.740729904483,0.719704819857937,"eno2/pkmb/insra",3
"GO:0001878","GO:0001878","response to yeast","2/478","24/18773",0.0833333333333333,3.27283821478382,1.80089380179601,0.123774414905491,0.740729904483,0.719704819857937,"hspa5/mogat2",2
"GO:0021602","GO:0021602","cranial nerve morphogenesis","2/478","24/18773",0.0833333333333333,3.27283821478382,1.80089380179601,0.123774414905491,0.740729904483,0.719704819857937,"smarca4a/met",2
"GO:0045739","GO:0045739","positive regulation of DNA repair","2/478","24/18773",0.0833333333333333,3.27283821478382,1.80089380179601,0.123774414905491,0.740729904483,0.719704819857937,"pias4a/hdgfl2",2
"GO:0045927","GO:0045927","positive regulation of growth","2/478","24/18773",0.0833333333333333,3.27283821478382,1.80089380179601,0.123774414905491,0.740729904483,0.719704819857937,"cdkl5/cntn2",2
"GO:0051294","GO:0051294","establishment of spindle orientation","2/478","24/18773",0.0833333333333333,3.27283821478382,1.80089380179601,0.123774414905491,0.740729904483,0.719704819857937,"ndel1a/scrib",2
"GO:0007224","GO:0007224","smoothened signaling pathway","4/478","75/18773",0.0533333333333333,2.09461645746165,1.53531693934747,0.12412886499797,0.740729904483,0.719704819857937,"wdr11/rerea/disp1/hipk1a",4
"GO:0051052","GO:0051052","regulation of DNA metabolic process","5/478","104/18773",0.0480769230769231,1.88817589314451,1.46810844662845,0.126357586251984,0.741192709678402,0.720154488661329,"rnf169/pias4a/rtel1/hdgfl2/timeless",5
"GO:0009895","GO:0009895","negative regulation of catabolic process","4/478","76/18773",0.0526315789473684,2.06705571460031,1.5066450264744,0.128558330997799,0.741192709678402,0.720154488661329,"fhit/igf2bp2a/nrde2/dhx34",4
"GO:0042490","GO:0042490","mechanoreceptor differentiation","4/478","76/18773",0.0526315789473684,2.06705571460031,1.5066450264744,0.128558330997799,0.741192709678402,0.720154488661329,"slc26a2/atoh1a/atoh1b/pi4kb",4
"GO:0042594","GO:0042594","response to starvation","4/478","76/18773",0.0526315789473684,2.06705571460031,1.5066450264744,0.128558330997799,0.741192709678402,0.720154488661329,"ulk3/cpeb4a/vps41/prkaa2",4
"GO:0021954","GO:0021954","central nervous system neuron development","3/478","49/18773",0.0612244897959184,2.40453419861668,1.59123402315923,0.128578882019511,0.741192709678402,0.720154488661329,"mapk3/htt/polr3b",3
"GO:0034728","GO:0034728","nucleosome organization","3/478","49/18773",0.0612244897959184,2.40453419861668,1.59123402315923,0.128578882019511,0.741192709678402,0.720154488661329,"hp1bp3/macroh2a2/macroh2a1",3
"GO:0050778","GO:0050778","positive regulation of immune response","7/478","165/18773",0.0424242424242424,1.66617218207176,1.38925392068213,0.129089906676807,0.741192709678402,0.720154488661329,"ifih1/si:ch211-188c16.1/tlr18/tlr22/sarm1/tbk1/trim13",7
"GO:0001889","GO:0001889","liver development","7/478","166/18773",0.0421686746987952,1.65613500025205,1.37249915058163,0.132023817984154,0.741192709678402,0.720154488661329,"hnf1ba/ahctf1/met/tnfa/epcam/rnpc3/arnt2",7
"GO:0014855","GO:0014855","striated muscle cell proliferation","2/478","25/18773",0.08,3.14192468619247,1.7322068125376,0.132372385707293,0.741192709678402,0.720154488661329,"smarca4a/ndrg4",2
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","2/478","25/18773",0.08,3.14192468619247,1.7322068125376,0.132372385707293,0.741192709678402,0.720154488661329,"cpeb4a/arnt2",2
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","2/478","25/18773",0.08,3.14192468619247,1.7322068125376,0.132372385707293,0.741192709678402,0.720154488661329,"atrx/timeless",2
"GO:0008610","GO:0008610","lipid biosynthetic process","14/478","394/18773",0.0355329949238579,1.39552492407026,1.28251969192627,0.132721922048626,0.741192709678402,0.720154488661329,"ggt5a/cyp27b1/gnpat/hycc2/pip5k1ca/coq2/ormdl1/acacb/prkaa2/acsbg1/mogat2/acer3/pi4kb/pigu",14
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","8/478","198/18773",0.0404040404040404,1.58683064959216,1.3417882566965,0.133929175971386,0.741192709678402,0.720154488661329,"bcl9/pthlha/gnptab/smarca4a/pard3ab/cdkl5/htt/disp1",8
"GO:0006606","GO:0006606","protein import into nucleus","3/478","50/18773",0.06,2.35644351464435,1.55239419886846,0.134354268750137,0.741192709678402,0.720154488661329,"nup153/nup98/ipo8",3
"GO:0031017","GO:0031017","exocrine pancreas development","3/478","50/18773",0.06,2.35644351464435,1.55239419886846,0.134354268750137,0.741192709678402,0.720154488661329,"met/suv39h1a/polr3b",3
"GO:0035272","GO:0035272","exocrine system development","3/478","50/18773",0.06,2.35644351464435,1.55239419886846,0.134354268750137,0.741192709678402,0.720154488661329,"met/suv39h1a/polr3b",3
"GO:0061387","GO:0061387","regulation of extent of cell growth","3/478","50/18773",0.06,2.35644351464435,1.55239419886846,0.134354268750137,0.741192709678402,0.720154488661329,"pard3ab/cdkl5/cntn2",3
"GO:0006399","GO:0006399","tRNA metabolic process","7/478","167/18773",0.0419161676646707,1.64621802420264,1.35585675312091,0.134990699724906,0.741192709678402,0.720154488661329,"ctu2/yars2/wdr4/iars2/trmt1/rpp25l/polr3b",7
"GO:0006163","GO:0006163","purine nucleotide metabolic process","9/478","231/18773",0.038961038961039,1.53015812639244,1.31049732412187,0.136758787632856,0.741192709678402,0.720154488661329,"nudt18/eno2/pkmb/fhit/pde8a/nampt1/sarm1/insra/guk1a",9
"GO:0060042","GO:0060042","retina morphogenesis in camera-type eye","6/478","137/18773",0.0437956204379562,1.72003176251413,1.36722062609107,0.137522241221454,0.741192709678402,0.720154488661329,"rpgrip1l/smarca4a/foxn4/thrb/suv39h1a/kif3b",6
"GO:0021915","GO:0021915","neural tube development","5/478","107/18773",0.0467289719626168,1.83523638212177,1.40048569059508,0.137693393009472,0.741192709678402,0.720154488661329,"sap130a/htt/nin/scrib/arhgef19",5
"GO:0061564","GO:0061564","axon development","17/478","500/18773",0.034,1.3353179916318,1.22840038966371,0.139936604130208,0.741192709678402,0.720154488661329,"ahi1/epha4l/pard3ab/atoh1a/cdkl5/mapk3/atoh1b/met/sarm1/snx27b/dscaml1/dpysl2b/scrib/arnt2/srrm4/disp1/cntn2",17
"GO:0007041","GO:0007041","lysosomal transport","3/478","51/18773",0.0588235294117647,2.3102387398474,1.5144760781379,0.140217670774634,0.741192709678402,0.720154488661329,"gnptab/cacng8b/vps41",3
"GO:0051170","GO:0051170","import into nucleus","3/478","51/18773",0.0588235294117647,2.3102387398474,1.5144760781379,0.140217670774634,0.741192709678402,0.720154488661329,"nup153/nup98/ipo8",3
"GO:0022600","GO:0022600","digestive system process","2/478","26/18773",0.0769230769230769,3.02108142903122,1.66689256695376,0.141101212476066,0.741192709678402,0.720154488661329,"ptger3/tnfa",2
"GO:0046785","GO:0046785","microtubule polymerization","2/478","26/18773",0.0769230769230769,3.02108142903122,1.66689256695376,0.141101212476066,0.741192709678402,0.720154488661329,"ndel1a/nin",2
"GO:0061951","GO:0061951","establishment of protein localization to plasma membrane","2/478","26/18773",0.0769230769230769,3.02108142903122,1.66689256695376,0.141101212476066,0.741192709678402,0.720154488661329,"golph3b/scrib",2
"GO:0071453","GO:0071453","cellular response to oxygen levels","2/478","26/18773",0.0769230769230769,3.02108142903122,1.66689256695376,0.141101212476066,0.741192709678402,0.720154488661329,"cpeb4a/arnt2",2
"GO:0002011","GO:0002011","morphogenesis of an epithelial sheet","5/478","108/18773",0.0462962962962963,1.81824345265768,1.37842592844281,0.14156882396647,0.741192709678402,0.720154488661329,"chuk/rerea/rnf111/cacnb4b/epcam",5
"GO:0051216","GO:0051216","cartilage development","8/478","201/18773",0.0398009950248756,1.563146610046,1.29745761557448,0.14217931468986,0.741192709678402,0.720154488661329,"pthlha/gnptab/cdkl5/slc10a7/htt/rerea/esrra/acvr2ba",8
"GO:0048469","GO:0048469","cell maturation","4/478","79/18773",0.0506329113924051,1.98855992796992,1.42320821746544,0.142231519474189,0.741192709678402,0.720154488661329,"tdrd6/sfxn1/ndrg4/srrm4",4
"GO:0050657","GO:0050657","nucleic acid transport","4/478","79/18773",0.0506329113924051,1.98855992796992,1.42320821746544,0.142231519474189,0.741192709678402,0.720154488661329,"nup153/nup98/igf2bp2a/ncbp2",4
"GO:0050658","GO:0050658","RNA transport","4/478","79/18773",0.0506329113924051,1.98855992796992,1.42320821746544,0.142231519474189,0.741192709678402,0.720154488661329,"nup153/nup98/igf2bp2a/ncbp2",4
"GO:0051236","GO:0051236","establishment of RNA localization","4/478","79/18773",0.0506329113924051,1.98855992796992,1.42320821746544,0.142231519474189,0.741192709678402,0.720154488661329,"nup153/nup98/igf2bp2a/ncbp2",4
"GO:0061008","GO:0061008","hepaticobiliary system development","7/478","170/18773",0.0411764705882353,1.61716711789318,1.30658828820865,0.144086045671924,0.741192709678402,0.720154488661329,"hnf1ba/ahctf1/met/tnfa/epcam/rnpc3/arnt2",7
"GO:0021700","GO:0021700","developmental maturation","5/478","109/18773",0.0458715596330275,1.80156232006449,1.35659806690933,0.145491323253869,0.741192709678402,0.720154488661329,"tdrd6/sfxn1/ndrg4/arnt2/srrm4",5
"GO:0046031","GO:0046031","ADP metabolic process","3/478","52/18773",0.0576923076923077,2.26581107177342,1.47743728358955,0.146165561757185,0.741192709678402,0.720154488661329,"eno2/pkmb/insra",3
"GO:0015718","GO:0015718","monocarboxylic acid transport","4/478","80/18773",0.05,1.96370292887029,1.39621301992774,0.146912492206889,0.741192709678402,0.720154488661329,"cd36/slc10a1/slc27a4/fabp2",4
"GO:0090504","GO:0090504","epiboly","4/478","80/18773",0.05,1.96370292887029,1.39621301992774,0.146912492206889,0.741192709678402,0.720154488661329,"chuk/rnf111/cacnb4b/epcam",4
"GO:0006914","GO:0006914","autophagy","9/478","235/18773",0.0382978723404255,1.50411288168788,1.25699428045761,0.147064325077745,0.741192709678402,0.720154488661329,"usp13/spns1/ulk3/mtcl3a/wdr81/tnfa/vps41/prkaa2/mtcl2",9
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","9/478","235/18773",0.0382978723404255,1.50411288168788,1.25699428045761,0.147064325077745,0.741192709678402,0.720154488661329,"usp13/spns1/ulk3/mtcl3a/wdr81/tnfa/vps41/prkaa2/mtcl2",9
"GO:0048732","GO:0048732","gland development","10/478","268/18773",0.0373134328358209,1.46544994691813,1.24050594971025,0.147861827400854,0.741192709678402,0.720154488661329,"hnf1ba/ahctf1/met/tnfa/epcam/suv39h1a/polr3b/rnpc3/arnt2/disp1",10
"GO:0009967","GO:0009967","positive regulation of signal transduction","16/478","471/18773",0.0339702760084926,1.33415060984818,1.18715233293255,0.149446460425086,0.741192709678402,0.720154488661329,"poglut1/ntrk2b/dvl3a/ctsl.1/smarca4a/zgc:172136/chuk/map2k6/htt/rnf111/ndrg4/sash1a/tnfa/arnt2/trim13/insra",16
"GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"ncbp2/dhx34",2
"GO:0010212","GO:0010212","response to ionizing radiation","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"inip/mdm2",2
"GO:0030149","GO:0030149","sphingolipid catabolic process","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"hexa/neu1",2
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"ndel1a/scrib",2
"GO:0044091","GO:0044091","membrane biogenesis","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"nlgn2a/nlgn3a",2
"GO:0046466","GO:0046466","membrane lipid catabolic process","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"hexa/neu1",2
"GO:0060319","GO:0060319","primitive erythrocyte differentiation","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"numbl/tet2",2
"GO:0060419","GO:0060419","heart growth","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"smarca4a/ndrg4",2
"GO:0061462","GO:0061462","protein localization to lysosome","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"gnptab/cacng8b",2
"GO:0071709","GO:0071709","membrane assembly","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"nlgn2a/nlgn3a",2
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"igf2bp2a/dhx34",2
"GO:1905515","GO:1905515","non-motile cilium assembly","2/478","27/18773",0.0740740740740741,2.90918952425229,1.60464745857515,0.149948695787953,0.741192709678402,0.720154488661329,"rpgrip1l/bbs1",2
"GO:0031347","GO:0031347","regulation of defense response","7/478","172/18773",0.0406976744186047,1.59836284908047,1.27427661336051,0.150308567832466,0.741192709678402,0.720154488661329,"pias4a/ifih1/tlr18/tlr22/sarm1/tbk1/trim13",7
"GO:0003205","GO:0003205","cardiac chamber development","3/478","53/18773",0.0566037735849057,2.2230599194758,1.44123818826673,0.152194418528849,0.741192709678402,0.720154488661329,"sap130a/arnt2/hace1",3
"GO:0015908","GO:0015908","fatty acid transport","3/478","53/18773",0.0566037735849057,2.2230599194758,1.44123818826673,0.152194418528849,0.741192709678402,0.720154488661329,"cd36/slc27a4/fabp2",3
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","3/478","53/18773",0.0566037735849057,2.2230599194758,1.44123818826673,0.152194418528849,0.741192709678402,0.720154488661329,"hspa5/tegt/ptpn1",3
"GO:0061351","GO:0061351","neural precursor cell proliferation","3/478","53/18773",0.0566037735849057,2.2230599194758,1.44123818826673,0.152194418528849,0.741192709678402,0.720154488661329,"pard3ab/melk/scrt2",3
"GO:0009894","GO:0009894","regulation of catabolic process","11/478","303/18773",0.0363036303630363,1.42579090545038,1.20777840926565,0.152416402845778,0.741192709678402,0.720154488661329,"usp13/ulk3/mtcl3a/fhit/igf2bp2a/ube3a/nrde2/cnot8/fastk/mtcl2/dhx34",11
"GO:0051259","GO:0051259","protein complex oligomerization","5/478","111/18773",0.045045045045045,1.76910173772098,1.31361834129312,0.153474173197991,0.741192709678402,0.720154488661329,"letm1/kctd1/kctd3/tnfa/kcnd3",5
"GO:0030902","GO:0030902","hindbrain development","6/478","142/18773",0.0422535211267606,1.65946726383405,1.27503570144799,0.154801657187416,0.741192709678402,0.720154488661329,"pard3ab/hnf1ba/met/polr3b/acvr2ba/srrm4",6
"GO:0040007","GO:0040007","growth","14/478","406/18773",0.0344827586206897,1.35427788197951,1.1665166919118,0.156249732142183,0.741192709678402,0.720154488661329,"dvl3a/smarca4a/fcho2/pard3ab/cdkl5/htt/wdr11/wwc1/ezh2/ndrg4/tnfa/insra/bbs1/cntn2",14
"GO:0120035","GO:0120035","regulation of plasma membrane bounded cell projection organization","8/478","206/18773",0.0388349514563107,1.52520615834586,1.22516777556159,0.156474092377212,0.741192709678402,0.720154488661329,"ntrk2b/pard3ab/cdkl5/ndel1a/lzts1/sarm1/dpysl2b/cntn2",8
"GO:0021854","GO:0021854","hypothalamus development","2/478","28/18773",0.0714285714285714,2.80528989838613,1.54520555049459,0.158903170266449,0.741192709678402,0.720154488661329,"gpr101/arnt2",2
"GO:0050982","GO:0050982","detection of mechanical stimulus","2/478","28/18773",0.0714285714285714,2.80528989838613,1.54520555049459,0.158903170266449,0.741192709678402,0.720154488661329,"cacna1da/pigu",2
"GO:0072089","GO:0072089","stem cell proliferation","2/478","28/18773",0.0714285714285714,2.80528989838613,1.54520555049459,0.158903170266449,0.741192709678402,0.720154488661329,"cyp27b1/tet2",2
"GO:0099637","GO:0099637","neurotransmitter receptor transport","2/478","28/18773",0.0714285714285714,2.80528989838613,1.54520555049459,0.158903170266449,0.741192709678402,0.720154488661329,"cacng8b/scrib",2
